sector,source,destination,Z_2000,Z_2001,Z_2002,Z_2003,Z_2004,Z_2005,Z_2006,Z_2007,Z_2008,Z_2009,Z_2010,Z_2011,Z_2012,Z_2013,Z_2014,simpleaverage2000,simpleaverage2001,simpleaverage2002,simpleaverage2003,simpleaverage2004,simpleaverage2005,simpleaverage2006,simpleaverage2007,simpleaverage2008,simpleaverage2009,simpleaverage2010,simpleaverage2011,simpleaverage2012,simpleaverage2013,simpleaverage2014,weightedaverage2000,weightedaverage2001,weightedaverage2002,weightedaverage2003,weightedaverage2004,weightedaverage2005,weightedaverage2006,weightedaverage2007,weightedaverage2008,weightedaverage2009,weightedaverage2010,weightedaverage2011,weightedaverage2012,weightedaverage2013,weightedaverage2014,value2000,value2001,value2002,value2003,value2004,value2005,value2006,value2007,value2008,value2009,value2010,value2011,value2012,value2013,value2014
Chemicals,IDN,IND,8.1101151,8.3795309,8.6559935,8.9397812,9.2311907,9.5305319,9.3028259,9.075119,8.8474131,8.6197062,8.3919992,8.3919992,8.3919992,8.3919992,8.3919992,1.3443813,1.4839543,1.4500086,1.4154274,1.3819339,1.340459,1.1202928,1.2899714,1.0837716,1.0914516,1.0339456,1.2875699,1.0902649,1.0901661,1.2901975,1.3234674,1.4715937,1.4424369,1.4101158,1.3804225,1.3457563,1.1189909,1.2937996,1.0890124,1.0929513,1.241405,1.2885447,1.091501,1.0931326,1.2899432,.49727944,.58716488,.56612015,.50813758,.55110264,.8426913,.65266466,1.0155599,.85985935,.76354587,.97479397,.99940532,.85004872,1.0525035,1.0878922
Chemicals,IDN,JPN,8.142252,8.4242697,8.7136631,9.010726,9.3157663,9.6291094,9.3839121,9.1387157,8.8935194,8.6483221,8.4031248,8.4031248,8.4031248,8.4031248,8.4031248,1.0045995,1.0090973,1.0065084,1.006559,1.0050969,1.0076861,1.0083358,1.0046401,1.0023149,1.0018276,1.000995,1.000995,1.0010052,1.0009036,1.0000609,1.0091888,1.016093,1.0113819,1.0115138,1.0115037,1.0236065,1.0151894,1.0074017,1.0045691,1.0038481,1.0020815,1.0025992,1.0027109,1.0024774,1.0008935,.35917562,.33717492,.39976817,.43010536,.55719543,.58112198,.72423929,.61814839,.84281039,.59491122,.78938645,.90249568,.98019952,1.1166244,.98849934
Chemicals,IDN,KOR,8.1279955,8.4044237,8.6880808,8.9792547,9.2782488,9.5853806,9.3479424,9.1105042,8.8730669,8.6356277,8.3981895,8.3981895,8.3981895,8.3981895,8.3981895,1.1788077,1.0585123,1.0571638,1.0578729,1.0547727,1.0557319,1.0568162,1.0831839,1.0534103,1.0519645,1.0984359,1.0939556,1.1113527,1.1674758,1.0245465,1.1777592,1.057428,1.0538691,1.0550368,1.0519367,1.0524651,1.0532019,1.0358664,1.0495039,1.051214,1.1677141,1.1300485,1.1092077,1.165188,1.0255712,.33101001,.23582534,.32283977,.34776002,.44243231,.32269713,.62325197,.6060788,.76656103,.61402249,1.0011487,.97148305,1.2177998,1.0377837,.97829068
Chemicals,IDN,MEX,8.1122103,8.3824482,8.6597538,8.9444075,9.2367067,9.5369606,9.3081131,9.0792665,8.85042,8.6215715,8.392725,8.392725,8.392725,8.392725,8.392725,1.1322913,1.1250757,1.1317251,1.1351063,1.1251729,1.0953234,1.0766697,1.0682085,1.0712985,1.0598764,1.0381165,1.0377444,1.0372105,1.0404786,1.0364825,1.1373066,1.1212577,1.1315795,1.1348314,1.1153524,1.0971839,1.0671083,1.0611223,1.0615106,1.0478559,1.0332953,1.0269696,1.0236529,1.0329232,1.0302376,.037968799,.049244802,.035190176,.027506623,.043602802,.045920294,.059872799,.097162478,.1089756,.12838651,.13617349,.19049753,.16211154,.22432242,.13032556
Chemicals,IDN,ROW,8.1281815,8.4046812,8.6884136,8.9796638,9.2787371,9.5859499,9.3484106,9.1108713,8.873333,8.6357927,8.3982534,8.3982534,8.3982534,8.3982534,8.3982534,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.6506257,1.8788497,1.9711224,2.4497313,3.0760982,3.0897791,3.7848523,6.311934,6.060729,5.8235621,7.7034893,9.2903423,10.268266,10.743147,10.633642
Chemicals,IDN,RUS,8.1088257,8.3777361,8.6536798,8.9369354,9.2277985,9.5265779,9.2995729,9.0725679,8.8455639,8.6185579,8.3915529,8.3915529,8.3915529,8.3915529,8.3915529,1,1.0826333,1.0836166,1,1,1.0791667,1,1.0489167,1.0496167,1.0531666,1,1.05185,1.0496,1.0463834,1.0411428,1,1.08015,1.0809833,1,1,1.0709666,1,1.0496833,1.0486166,1.0541167,1,1.0516167,1.0498,1.0466,1.0414166,.0062703439,.003711588,.0024901419,.0025492229,.0049699629,.0048228782,.01001706,.010524935,.016871396,.013458792,.018602818,.029714035,.048037704,.055860467,.087612964
Chemicals,IDN,TUR,8.1088257,8.3777361,8.6536798,8.9369354,9.2277985,9.5265779,9.2995729,9.0725679,8.8455639,8.6185579,8.3915529,8.3915529,8.3915529,8.3915529,8.3915529,1.0502501,1.04835,1.0460666,1.0472,1.01518,1.01476,1.0104333,1.01115,1.01306,1.0129,1.0106333,1.0103667,1,1.0086167,1,1.0613,1.0599,1.0558801,1.0491,1.01472,1.01458,1.0121666,1.0135167,1.01402,1.0153199,1.0103834,1.0105,1,1.0111667,1,.034389652,.040251151,.06357272,.057459787,.094982453,.12542915,.17014155,.28550482,.30000851,.27642033,.31642249,.44432339,.47122747,.5204314,.43849
Chemicals,IDN,USA,8.1144438,8.3855562,8.6637611,8.949337,9.2425823,9.5438099,9.3137474,9.0836849,8.8536234,8.62356,8.3934975,8.3934975,8.3934975,8.3934975,8.3934975,1.0156186,1.0163162,1.0138267,1.0184094,1.0161356,1.0130657,1.0153649,1.0118787,1.0143659,1.0131767,1.0118651,1.0143182,1.0137317,1.0149208,1.0142708,1.0175689,1.0153966,1.0152222,1.0174104,1.017144,1.0139219,1.0134304,1.0109818,1.0132718,1.0128278,1.0154804,1.0180923,1.0179495,1.0186154,1.0186313,.50323415,.62915814,.49651584,.48423821,.41639379,.67521548,.7625035,1.1238738,2.2284114,.97410589,1.1790513,1.3657109,1.7067872,1.8378596,2.2124131
Chemicals,IND,AUS,27.696932,27.056299,26.17597,26.117493,27.860947,27.891653,27.786711,26.763475,29.67359,26.306484,29.605801,35.408768,39.439789,39.130173,39.130177,1.0351231,1.0346386,1.0351986,1.0363675,1.036383,1.0345854,1.0371451,1.0349053,1.0344542,1.0341121,1.0346564,1.033092,1.0337187,1.0341587,1.0345186,1.0351697,1.0327454,1.0323987,1.0303478,1.0304099,1.0299321,1.0288078,1.0299989,1.0295389,1.0293678,1.0285122,1.0261724,1.0293854,1.0306255,1.0294389,.075024173,.10285722,.1118109,.11888419,.1713047,.25547132,.22691652,.19137271,.25458118,.20310394,.32255268,.42104515,.35972592,.42886898,.40517047
Chemicals,IND,BRA,27.630718,26.991617,26.113392,26.055056,27.794342,27.824974,27.720284,26.699493,29.60265,26.243595,29.535023,35.32412,39.418053,39.10667,39.106674,1.1529174,1.1413344,1.1333721,1.1287903,1.114692,1.1118402,1.1143715,1.1138269,1.1133943,1.1121126,1.1151246,1.1119044,1.1120325,1.1151406,1.1114078,1.1582842,1.148079,1.1417189,1.1336124,1.1273483,1.1273483,1.1273323,1.1218693,1.1182326,1.1205876,1.1236956,1.1213566,1.1207317,1.1222057,1.1223017,.19836468,.36615646,.36564565,.3536104,.60548586,.82826543,.79084909,1.0028313,1.3076231,1.1253353,1.5397853,2.0349901,2.1810107,2.8937426,2.6559956
Chemicals,IND,CAN,27.848938,27.20479,26.319628,26.26083,28.013853,28.044727,27.939209,26.910358,29.836443,26.450859,29.768282,35.6031,39.489681,39.184132,39.184135,1.0113486,1.0132607,1.012851,1.0126399,1.0129379,1.0102311,1.0111748,1.0104049,1.010318,1.010852,1.006171,1.0076982,1.0056247,1.0063324,1.0049045,1.0108147,1.0115721,1.0104918,1.0114355,1.0130124,1.01115,1.0111873,1.0108892,1.0122799,1.0110258,1.0059724,1.0051776,1.0041596,1.0035387,1.0030048,.081268109,.076489851,.12697628,.15442713,.18774825,.19236711,.21012729,.26102412,.25427267,.23812771,.19591466,.23763074,.36785769,.33794799,.31198135
Chemicals,IND,CHN,27.600416,26.962013,26.084753,26.02648,27.763859,27.794456,27.68988,26.67021,29.570183,26.214813,29.50263,35.285378,39.408104,39.095913,39.095917,1.2077047,1.0716074,1.0754873,1.0719645,1.074861,1.073052,1.0702761,1.0717442,1.0702553,1.0660067,1.0779223,1.071285,1.0901394,1.0855058,1.0638129,1.2142446,1.075682,1.072746,1.0670619,1.0706589,1.0667071,1.0565586,1.0628388,1.0614473,1.0529871,1.0617951,1.0624353,1.0773658,1.1136274,1.0562711,.39475527,.50325167,1.0185177,1.3623972,2.0294061,2.3285005,2.7641315,2.3392825,1.7938865,1.7110344,2.1763921,3.002826,3.6443286,3.7768409,2.9720728
Chemicals,IND,EUC,27.649023,27.009497,26.130692,26.072315,27.812754,27.843407,27.738646,26.71718,29.622259,26.260981,29.554588,35.347519,39.424061,39.113167,39.113171,1.0136759,1.0184757,1.0121604,1.0211525,1.0386909,1.0364451,1.0361322,1.0328029,1.0325623,1.0337337,1.0372884,1.0088429,1.0071102,1.007181,1.0114206,1.0160973,1.019907,1.0135512,1.0230927,1.0426596,1.0405045,1.0389132,1.0351924,1.0333267,1.0352266,1.0403845,1.0113124,1.0097634,1.0087131,1.0109771,8.5853624,8.7807741,8.5515804,9.6312523,12.463614,15.474585,18.827845,18.15609,19.862324,17.400917,21.670357,26.637529,28.807974,40.654789,34.788342
Chemicals,IND,GBR,27.778881,27.136351,26.253418,26.194767,27.94338,27.974176,27.868925,26.842661,29.761385,26.384319,29.693396,35.513535,39.466686,39.159264,39.159267,1.0101298,1.014251,1.0070229,1.0063809,1.0350755,1.0351526,1.0351012,1.0323923,1.0328672,1.0325592,1.0352553,1.0073181,1.0073309,1.0062782,1.0119015,1.0129286,1.0158045,1.0083451,1.0072155,1.0393124,1.0383366,1.0373865,1.0343693,1.0336633,1.0338815,1.0384778,1.0089358,1.0085891,1.0078444,1.0114393,.30758145,.32905501,.36910331,.36766136,.42932203,.51014215,.69301337,.60760415,.60907894,.56059796,.7642796,.75915289,.88086826,1.5040072,.9568665
Chemicals,IND,IDN,27.593336,26.955099,26.078062,26.019804,27.756737,27.787329,27.682779,26.66337,29.562599,26.20809,29.495064,35.276325,39.405781,39.093399,39.093403,1.0613403,1.2611425,1.2594397,1.0592397,1.0627245,1.0625615,1.0618289,1.0963897,1.2623428,1.060868,1.2375405,1.04421,1.0377128,1.0391132,1.0537847,1.0576277,1.2594817,1.2589092,1.0635061,1.0590769,1.0641248,1.0573834,1.0948125,1.2587138,1.0569927,1.2388386,1.0477923,1.0433307,1.0441611,1.0523355,.43929625,.43703786,.51697886,.45686167,.88334167,1.1667252,1.3290868,1.1256171,1.089026,.78225076,1.3112676,1.6808994,2.0126488,1.762367,1.7201302
Chemicals,IND,IND,27.86426,27.219757,26.334108,26.275278,28.029266,28.060158,27.95458,26.925163,29.852858,26.465412,29.78466,35.622684,39.494713,39.189571,39.189575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.430191,51.384083,51.501812,59.325207,70.060585,80.283829,86.345184,108.97858,132.7847,120.42239,154.40178,197.76288,175.65045,171.72447,187.74341
Chemicals,IND,JPN,27.606236,26.967699,26.090252,26.031967,27.769712,27.800318,27.695719,26.675835,29.576418,26.220341,29.508852,35.292816,39.410015,39.097977,39.09798,1.0114508,1.0156007,1.0091743,1.0069259,1.0091189,1.0126721,1.007606,1.0050522,1.002651,1.0029426,1.0026232,1.0002359,1.000805,1.0008883,1.0001249,1.0125333,1.0210553,1.0150317,1.015337,1.0132689,1.0249,1.0195704,1.0086608,1.0023873,1.0019709,1.0020264,1.0003192,1.0022625,1.0023457,1.0000139,.28479728,.2472101,.28374246,.38887995,.40041834,.6054973,.64222294,.59427589,.75510997,.56979764,.78212762,.86924022,1.0220379,1.2233855,1.1243656
Chemicals,IND,KOR,27.606094,26.967562,26.09012,26.031834,27.769571,27.800177,27.695578,26.675697,29.576267,26.220207,29.508701,35.292637,39.409969,39.097927,39.097931,1.2074713,1.2039456,1.1423858,1.0753154,1.0814644,1.0755098,1.0803262,1.0771338,1.0639472,1.0764536,1.0762453,1.0782442,1.058395,1.0781053,1.0159347,1.2079432,1.2082069,1.2037374,1.085809,1.0835603,1.0813395,1.0784941,1.0755236,1.0733443,1.0750934,1.0756207,1.059797,1.0556884,1.169064,1.0095359,.31170037,.26879591,.29093048,.23913287,.2895616,.34756786,.56446773,.60394132,.75337625,.65499705,.74393213,1.2086388,1.3306382,1.2196606,1.176129
Chemicals,IND,MEX,27.641321,27.001972,26.123411,26.065052,27.805006,27.835649,27.730919,26.709736,29.614008,26.253664,29.546356,35.337673,39.421532,39.110432,39.110435,1.1270585,1.1319381,1.1535063,1.1328151,1.1226416,1.1123928,1.0733042,1.0701309,1.0881456,1.0763637,1.0560665,1.0551643,1.0528818,1.041551,1.0281973,1.1158804,1.1293708,1.1486541,1.1264685,1.1185912,1.0956767,1.0652037,1.0711038,1.0858083,1.0773066,1.0569822,1.0559845,1.0481117,1.0270901,1.0284432,.15108773,.20708388,.1810298,.20766094,.26047462,.303572,.45815507,.41953555,.52452594,.49984905,.57507837,.75246233,.82852226,.94396555,.92589617
Chemicals,IND,ROW,27.68469,27.044338,26.164398,26.105947,27.848631,27.879324,27.774427,26.751644,29.660473,26.294857,29.592712,35.393116,39.435768,39.125828,39.125832,1.0032336,1.0032494,1.0018448,1.0018512,1.0013109,1.0012887,1.0013124,1.0015311,1.0013102,1.0013492,1.0013549,1.0013045,1.0012981,1.0013239,1.0015754,1.0026486,1.0033164,1.0018808,1.0020406,1.0013348,1.0011712,1.0013635,1.0016741,1.0013448,1.0013131,1.0013564,1.0011885,1.0011604,1.0011864,1.0016388,3.5751095,3.224395,4.4278131,5.3636498,7.5568094,9.3395548,11.736311,12.303389,15.229058,13.222823,18.778809,22.591564,28.662525,31.742182,28.188498
Chemicals,IND,RUS,27.575516,26.937691,26.06122,26.002998,27.738811,27.769382,27.6649,26.646151,29.543507,26.191164,29.476015,35.253544,39.399933,39.087074,39.087078,1,1.0712383,1.0712101,1,1,1.0679753,1,1.0452324,1.0453027,1.0509006,1.0433477,1.0499159,1.0446699,1.0457529,1.0423491,1,1.0692832,1.0688895,1,1,1.0619695,1,1.0429821,1.0440369,1.048587,1.0409005,1.0475858,1.0423069,1.0424757,1.0374686,.12664267,.13075659,.11266293,.11008986,.11866646,.14220396,.16240758,.14542259,.17909424,.21871911,.27523556,.29349056,.41017586,.49596518,.4266037
Chemicals,IND,TUR,27.576263,26.938419,26.061926,26.003704,27.739563,27.770134,27.665649,26.646872,29.544308,26.191872,29.476814,35.254498,39.400177,39.087337,39.087341,1.0451055,1.0436292,1.0380191,1.0348697,1.0084479,1.0083659,1.0086119,1.0082511,1.0113045,1.0085464,1.0084314,1.0084479,1,1.0180675,1,1.0548539,1.0501624,1.0420591,1.0370911,1.0115646,1.0109576,1.0107936,1.0113186,1.0135822,1.0151242,1.0111381,1.0106788,1,1.0119584,1,.27798688,.27262539,.50385463,.46420658,.62975168,.86379647,.98109239,1.045671,1.0749785,.95455313,1.5321227,2.3863444,2.963562,3.2322719,3.2359002
Chemicals,IND,USA,27.69854,27.057869,26.177488,26.119009,27.862564,27.893272,27.788324,26.765028,29.675312,26.308012,29.607519,35.410824,39.440315,39.130745,39.130749,1.0224762,1.0203311,1.0237018,1.0241947,1.0224495,1.0235953,1.0131766,1.0124037,1.0123106,1.0119109,1.0128835,1.0123239,1.0132033,1.0126569,1.0123372,1.0195583,1.0193186,1.0207974,1.0209973,1.0201845,1.0215435,1.0128568,1.0113779,1.0137628,1.0122973,1.0120308,1.0119776,1.0119109,1.0118842,1.0108716,1.5666347,1.7274939,2.0165203,2.2235284,2.6597779,3.3981993,4.5071807,4.3500614,4.8852844,3.9621215,5.5813923,6.6721339,8.1281052,9.2084913,9.0532675
Chemicals,JPN,AUS,7.2923298,7.5894685,7.9272709,8.2519264,8.531971,8.9689531,8.9099636,10.171374,10.403564,9.5920448,10.629158,10.435477,10.39716,10.265195,10.291129,1.0373013,1.0367761,1.0368974,1.0365472,1.0370455,1.0370859,1.0310261,1.0366954,1.0302451,1.0369781,1.0366012,1.0362914,1.0360625,1.0360894,1.0358739,1.0329249,1.0330191,1.0342715,1.0322112,1.0307164,1.0302452,1.0251145,1.0311877,1.0258147,1.0315647,1.0297065,1.0317533,1.0327632,1.0324669,1.0328306,.54807538,.48855573,.4843919,.58518976,.68557745,.69979548,.6994369,.90207893,1.0070616,.91021496,1.1085449,1.2093282,.90896297,1.0148739,.87172329
Chemicals,JPN,BRA,7.2702227,7.5884709,7.9298534,8.2644138,8.5254974,8.9180918,8.8138723,10.047146,10.273027,9.6111422,10.511251,10.38358,10.29,10.165916,10.185165,1.1403631,1.1356305,1.126529,1.1246209,1.1135862,1.1136614,1.1048361,1.1074473,1.1121298,1.1133476,1.115783,1.1161344,1.1107113,1.1106108,1.1134857,1.1393965,1.1295294,1.1200387,1.1171639,1.1094308,1.1088785,1.1122679,1.1080374,1.1075101,1.1114018,1.1131718,1.1128831,1.1109499,1.1062297,1.1012834,.39457169,.38563392,.37344509,.40568018,.44015664,.47586447,.46795791,.54431099,.68328983,.62572891,.76450509,.90588307,.87337995,.9444496,.98991305
Chemicals,JPN,CAN,7.1897655,7.5848403,7.9392514,8.3098602,8.5019379,8.7329874,8.4641523,9.595026,9.7979469,9.6806459,10.082139,10.194708,9.9000006,9.8045988,9.7995167,1.0241808,1.0246793,1.02407,1.0241531,1.0225466,1.0209494,1.0189919,1.0188719,1.0197213,1.0198137,1.0138862,1.0127783,1.0133507,1.0119473,1.0115318,1.0175978,1.0189365,1.0186042,1.0194997,1.0199798,1.0172193,1.0169699,1.0165914,1.016139,1.0159636,1.0106916,1.0106177,1.0101838,1.0098238,1.008605,.17230801,.15777928,.17960846,.16987927,.15739605,.19338067,.19612883,.20206356,.1777637,.17402974,.21392135,.20187274,.19916794,.24144191,.2678912
Chemicals,JPN,CHN,7.2977505,7.5897131,7.9266376,8.2488642,8.5335579,8.9814243,8.933526,10.201836,10.435573,9.5873623,10.658069,10.448202,10.423435,10.289538,10.317112,1.1896741,1.0936255,1.0901893,1.0933517,1.0897787,1.0878894,1.0855073,1.086096,1.0823587,1.0841521,1.0790046,1.0791552,1.0876157,1.0878894,1.0790184,1.1943834,1.073994,1.0889162,1.0904905,1.0846038,1.085699,1.084727,1.081195,1.0775261,1.0728579,1.0700514,1.0698187,1.0724335,1.0707496,1.0659444,6.2429967,6.2174807,8.1232433,10.693349,14.764174,17.572527,19.231451,23.164736,22.294081,20.647953,25.493176,26.446245,23.7498,26.809153,25.433929
Chemicals,JPN,EUC,7.2364502,7.586947,7.9337983,8.2834902,8.5156078,8.8403931,8.6670742,9.8573647,10.073608,9.640317,10.331128,10.304299,10.126294,10.01425,10.023286,1.0343864,1.0312732,1.0311296,1.0391126,1.0299183,1.0301472,1.0301085,1.0276772,1.0279422,1.0277854,1.0292354,1.0290544,1.0288583,1.0289457,1.0288918,1.0318624,1.0281413,1.0286369,1.0366302,1.0271909,1.0276493,1.0271598,1.0243579,1.0247509,1.0237824,1.0261965,1.0258198,1.0257739,1.02582,1.0258702,25.568792,25.84815,22.514452,24.14362,27.897444,27.825264,32.900555,36.626545,35.131836,32.951256,38.055332,42.929241,37.260166,50.506428,46.73716
Chemicals,JPN,GBR,7.2767782,7.5887666,7.9290876,8.2607107,8.5274172,8.9331732,8.8423662,10.083982,10.311735,9.6054792,10.546213,10.39897,10.321775,10.195355,10.216586,1.032035,1.034741,1.0347923,1.0347282,1.0347025,1.0349462,1.0348949,1.0323428,1.0326507,1.0323557,1.0349077,1.0346898,1.0346769,1.0346128,1.0347025,1.0282006,1.0303551,1.0309449,1.0310476,1.0308552,1.0310988,1.0312015,1.0280851,1.0284572,1.0275594,1.0308168,1.030727,1.0307654,1.0309578,1.0310733,.90576261,.82403725,.81773376,.82643229,.93905741,1.0927275,1.2463353,1.0855238,1.0196186,1.0214143,1.026219,1.026516,.9400059,1.729786,1.0115055
Chemicals,JPN,IDN,7.2938261,7.5895362,7.9270959,8.2510815,8.5324087,8.9723949,8.9164667,10.179781,10.412398,9.5907526,10.637136,10.438989,10.404411,10.271914,10.2983,1.2052056,1.2535679,1.1538939,1.2175834,1.0924636,1.0920712,1.0921794,1.0930452,1.189716,1.2129976,1.1816398,1.0861189,1.0857536,1.0848337,1.0849013,1.0817224,1.2422043,1.153664,1.128989,1.0826558,1.0845497,1.0849826,1.0841439,1.2115093,1.1384585,1.2038662,1.080843,1.0805994,1.0792332,1.0792468,1.6559366,1.6183662,1.5762501,1.3028392,1.5472953,1.5775652,1.4966825,1.5832025,1.7484494,1.4528085,1.9067329,2.2013104,2.1180112,2.5472691,2.5755546
Chemicals,JPN,IND,7.3089395,7.5902181,7.9253306,8.2425442,8.5368338,9.007165,8.9821587,10.264709,10.501638,9.5776968,10.717742,10.474467,10.47767,10.339785,10.370742,1.5042411,1.3237213,1.2818604,1.3429394,1.2968048,1.3400525,1.3151454,1.2936207,1.2837143,1.2902666,1.2440753,1.2862759,1.2892478,1.2892052,1.290295,1.4000984,1.3178626,1.2796103,1.2869267,1.2424762,1.3388354,1.3139567,1.2937338,1.2824974,1.2909176,1.281068,1.2890072,1.2894599,1.2894033,1.2898279,.72358364,.88850057,.83071434,.90851325,.9415921,1.3419548,.98678827,1.0677327,.97151387,1.1159925,1.3389136,1.3847617,1.427421,1.5684716,1.7439852
Chemicals,JPN,JPN,7.2182112,7.5861239,7.9359288,8.2937927,8.5102673,8.7984314,8.5877972,9.7548742,9.9659128,9.6560726,10.233853,10.261484,10.037887,9.9323435,9.9358635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,249.3261,212.68695,196.51312,219.53316,243.53676,255.7993,255.14037,262.86438,314.9032,269.70795,334.69852,372.86639,379.58508,288.4292,262.62192
Chemicals,JPN,KOR,7.2988396,7.5897622,7.9265103,8.2482491,8.5338764,8.9839296,8.9382591,10.207954,10.442002,9.586421,10.663877,10.450758,10.428713,10.294429,10.322331,1.1011162,1.1008552,1.1017617,1.1050308,1.0994955,1.099413,1.0969408,1.0971469,1.0904442,1.0923533,1.0920511,1.0902519,1.0921886,1.0911173,1.0899361,1.0848129,1.0811045,1.0852112,1.1127634,1.0876836,1.0744979,1.082327,1.1257429,1.0828625,1.0680014,1.0658864,1.0675344,1.0705562,1.0817362,1.08175,6.925456,7.0668817,6.9319029,7.5593224,9.4097061,11.106799,12.143789,12.743574,14.303435,12.248657,15.667631,20.562031,19.084038,19.192373,19.618454
Chemicals,JPN,MEX,7.2540202,7.5877399,7.931746,8.2735653,8.5207529,8.8808155,8.7434444,9.9560966,10.177354,9.6251392,10.424835,10.345545,10.211461,10.093153,10.107502,1.1350843,1.1252198,1.1250058,1.1309959,1.1122434,1.0971832,1.0582957,1.0351794,1.0547184,1.0423579,1.0478369,1.0461968,1.048455,1.039672,1.0019968,1.1246731,1.1140243,1.119836,1.1270977,1.1019967,1.0873781,1.047112,1.0415498,1.0394818,1.0291775,1.044521,1.0482173,1.0477537,1.0376278,1.0011053,.33179301,.30259585,.30377477,.31855744,.32735297,.34222212,.38835406,.41862047,.38204533,.3821781,.46394023,.50007653,.46320489,.50022727,.57575417
Chemicals,JPN,ROW,7.297575,7.589705,7.9266582,8.2489634,8.5335064,8.98102,8.9327631,10.20085,10.434536,9.5875139,10.657132,10.44779,10.422585,10.288751,10.316271,1.0384398,1.0425351,1.0169779,1.017561,1.0163879,1.0161241,1.0168946,1.0168043,1.0164018,1.0171722,1.0171584,1.0172347,1.0172,1.0162421,1.0156869,1.0298398,1.0294788,1.0104394,1.0108837,1.0113834,1.0116888,1.0125495,1.0131326,1.0130701,1.0135838,1.014014,1.014611,1.0152912,1.014028,1.01332,16.282167,11.934093,13.914786,15.135798,18.943886,20.172825,22.20462,24.265606,25.763004,21.063301,28.61702,31.031958,27.194868,21.862082,28.455093
Chemicals,JPN,RUS,7.3100438,7.5902677,7.9252014,8.2419205,8.537158,9.0097065,8.9869604,10.270916,10.508161,9.5767422,10.723634,10.47706,10.483024,10.344745,10.376036,1,1.0705323,1.0690417,1,1,1.0718954,1,1.0466384,1.0462834,1.0463259,1.0462976,1.0460705,1.0462265,1.0464253,1.0449772,1,1.0649245,1.0649387,1,1,1.0673522,1,1.0441962,1.0441111,1.0442247,1.0439833,1.0437988,1.0434439,1.0443666,1.0420241,.081096955,.077083826,.063550413,.096667916,.094841801,.11756893,.15418772,.18764636,.30494058,.27984849,.403063,.49037629,.47568303,.62467343,.50952166
Chemicals,JPN,TUR,7.3103833,7.5902834,7.9251618,8.2417288,8.5372572,9.0104876,8.9884357,10.272823,10.510164,9.5764494,10.725444,10.477857,10.484669,10.34627,10.377663,1.0454905,1.0444388,1.0433019,1.0467719,1.0464569,1.0445005,1.0450975,1.0455118,1.0459762,1.0389818,1.044799,1.0458766,1,1.0460756,1,1.053122,1.0508008,1.0477834,1.0448818,1.0429585,1.0414829,1.0418477,1.0410851,1.0396426,1.0358268,1.0408363,1.0405047,1,1.0413835,1,.13466993,.15333617,.18831341,.21821071,.27479234,.30500978,.32509691,.42211491,.44034231,.48299825,.43931311,.51926458,.47412044,.49787369,.58720279
Chemicals,JPN,USA,7.267724,7.5883584,7.9301453,8.2658253,8.524766,8.912343,8.8030109,10.033104,10.258272,9.6133013,10.497924,10.377714,10.277887,10.154695,10.173188,1.0267563,1.0267563,1.0266193,1.0273291,1.0268559,1.0274286,1.0268683,1.0276527,1.0268185,1.0267315,1.0267812,1.0272418,1.0271547,1.0269928,1.0263081,1.0237681,1.0237309,1.0230585,1.0233823,1.0230958,1.0228966,1.0232079,1.0230833,1.0231082,1.022797,1.0231332,1.0231082,1.0234818,1.023046,1.0232701,12.636882,11.919599,12.156791,12.623072,12.633118,13.056558,12.876419,14.307145,13.97397,12.658565,15.659829,15.945646,15.86475,19.176353,20.197824
Chemicals,KOR,AUS,13.642568,12.68045,12.604263,12.936301,14.102849,13.713643,13.724273,14.557459,16.765408,15.71686,15.9032,17.257706,16.281044,15.41324,14.222809,1.0383593,1.0372849,1.0371293,1.037101,1.036394,1.0374545,1.0347681,1.0368181,1.0340328,1.0375534,1.0375394,1.037002,1.0352346,1.0367475,1.0351923,1.0376241,1.0358144,1.0363233,1.0350649,1.0342873,1.0344145,1.0310777,1.0324775,1.0281792,1.0310494,1.0314877,1.0321099,1.0311625,1.031926,1.0297911,.30481634,.28080672,.31805262,.37569857,.52685159,.52020407,.6322372,.78133237,.9845013,.94931507,1.0967965,1.6415581,1.5688852,1.5331835,1.4842211
Chemicals,KOR,BRA,13.461367,12.512028,12.436852,12.764482,13.900362,13.516745,13.527222,14.348445,16.519754,15.458769,15.642049,17.004702,16.081381,15.294019,14.157088,1.1526747,1.140371,1.1319904,1.1305046,1.1194392,1.1149427,1.1158028,1.1182792,1.1171713,1.115086,1.1238511,1.1177078,1.1173126,1.1139781,1.1087387,1.152805,1.14737,1.1371777,1.13375,1.1229061,1.1128833,1.1152945,1.1221763,1.117067,1.1205078,1.124292,1.1123555,1.1124772,1.1126878,1.1068227,.35548925,.33423442,.28003126,.27965933,.34615779,.48160747,.55294263,.62312335,1.0226297,.83134794,1.1527121,1.6313763,1.6337377,1.7349523,1.6162245
